ID VALUE SCORE
77831466 137727.51538 0.00214
57859484 50444.99564 0.00328
80690059 114800.64044 0.00444
14638263 203766.63118 0.00559
84741729 526741.84792 0.00626
21061085 46255.61622 0.0067
79503747 264532.71556 0.01379
17226969 241035.30072 0.01439
81674908 43684.62992 0.01521
57644569 49485.39358 0.01598
68773771 212630.58 0.01918
96946974 388324.56295 0.02615
61898936 79638.80168 0.02661
82171660 4529.78415 0.02691
66172751 79930.46914 0.02762
54575179 540682.66571 0.02967
2119718 87176.18999 0.26513
65955818 86329.0905 0.03496
78272238 221457.36348 0.03602
14906638 215552.53307 0.03605
93900834 329684.78671 0.03707
32298566 42647.41192 0.03725
47377462 208449.43266 0.03961
87155875 263365.55588 0.0402
25029998 95324.63473 0.04555
39626496 107653.47141 0.04778
87159840 264687.99715 0.05667
20654688 190424.03774 0.06353
21338191 487012.95414 0.06662
3409436 403535.14779 0.06874
54522636 22101.66751 0.06927
34494521 749488.72587 0.0736
93874143 121834.06277 0.07882
29666929 92319.02453 0.07951
34909220 497906.06789 0.08006
46925864 25822.08669 0.08054
57752690 8990.78041 0.08116
96301295 108192.29898 0.08158
14083218 155930.83545 0.08794
53672704 55177.52387 0.09288
50891492 308586.82864 0.0938
35170809 279188.40758 0.09532
76105865 154871.95106 0.63569
14086061 770444.9504 0.1013
11009019 203791.535 0.10276
86693527 63539.98166 0.10553
76377496 418140.87014 0.10763
75771785 514168.369 0.10779
32151994 454455.18637 0.10899
74384003 504323.38283 0.11162
78527539 1827.91226 0.11753
30881053 33641.47826 0.41397
29269837 136949.3591 0.12318
4388060 449307.0472 0.12743
36563886 329014.44742 0.12766
19916076 327961.03946 0.12849
19222310 63400.98725 0.12982
59672052 235043.50698 0.12985
80728956 84310.90074 0.13534
47656443 720677.37862 0.14075
30895836 427881.73453 0.14165
87619509 357675.02035 0.14174
37349691 365334.32097 0.14209
25489202 334493.32506 0.14608
85947717 611865.08244 0.14612
61276162 247053.24984 0.14804
46507411 136774.91642 0.14911
43395327 15105.23668 0.15128
47238753 52297.60418 0.15281
40827296 140374.3277 0.15331
29665023 636457.64358 0.15392
25181628 267232.08327 0.15757
33637548 176536.6632 0.15788
5015975 428429.51429 0.15854
86806724 336240.24989 0.1587
84658994 431958.98688 0.15884
13403093 459889.42283 0.16164
38588291 227543.65391 0.162
17048944 22162.8165 0.16328
61819651 616301.24537 0.16798
20142183 117113.84557 0.17132
25006839 19490.57338 0.17426
19379967 77985.63934 0.17449
82581650 47183.02629 0.17529
41761558 110424.4393 0.26674
87432082 314172.39301 0.18687
22530549 274191.2597 0.18716
62857961 200678.46944 0.18962
71068614 556589.61595 0.19287
81817004 186925.55237 0.19509
66447232 477760.00666 0.19624
56449022 324252.73675 0.19774
55572113 224145.74068 0.23575
12951743 28010.28725 0.1984
56717091 779048.1545 0.19953
16872427 145430.86515 0.20017
70196810 153503.72364 0.20066
78334965 275391.32251 0.2023
10946346 23054.91069 0.20645
96198148 210711.57298 0.20771
69283009 423865.43197 0.21015
21687403 258509.28499 0.21391
10050678 58711.79594 0.21537
94119959 144074.94284 0.21715
11595278 728140.64188 0.21766
39105414 115391.99774 0.21794
77162178 73484.07005 0.21838
