68202875 29560.51957 0.00081
81795466 307838.42348 0.00312
89550436 13345.12809 0.01069
45867502 30457.19042 0.01071
60882357 6873.75956 0.01296
43220110 423726.02699 0.01432
92106682 185709.97771 0.01596
51989066 313663.75144 0.01784
67708231 80574.1447 0.01878
98190144 471535.51348 0.02087
19990091 53276.44868 0.0216
80159896 274215.54634 0.02169
91573427 5498.67948 0.02434
41538094 419971.4533 0.02459
88353744 458593.95746 0.03202
21696001 684193.91757 0.03363
89821319 286.45198 0.03368
70549885 170112.41496 0.03901
70157061 484772.51501 0.0426
67983330 8159.88954 0.37562
45807832 229478.40625 0.04495
1934001 205138.11205 0.04839
60623668 380678.39494 0.04889
79895612 18654.05174 0.30521
91711145 157071.78039 0.05229
76670295 20624.84762 0.05492
6732979 865779.0485 0.05532
67829999 226726.39544 0.05629
84440193 319269.11701 0.06073
76398423 675730.43102 0.06182
3419942 223421.16435 0.17663
4263128 666943.88117 0.07647
48520424 184511.91603 0.07664
11774273 488346.50525 0.07914
93749718 8330.27254 0.0811
81940784 281311.06322 0.08213
67132550 52266.77094 0.68139
99275665 85340.9651 0.09033
70873134 997066.02536 0.09176
27482885 141707.81522 0.09237
79702211 670910.80278 0.09591
20272802 208577.15118 0.09797
78717853 35418.42731 0.0993
7058226 1705.90914 0.09985
76338817 134349.72716 0.10034
76608418 121845.53162 0.1026
24486349 452750.16498 0.10361
704849 634077.22258 0.10709
83599107 28238.17254 0.11443
64226138 75404.88745 0.11789
70991714 158846.50689 0.12031
59173550 89515.50077 0.12048
68187059 28516.62096 0.12128
69345599 235.63615 0.1223
73108678 124782.30059 0.12387
53066142 80113.33396 0.12668
41224304 44129.57362 0.12907
45970549 296918.21934 0.12932
31968802 328665.16007 0.12988
61965576 13425.86957 0.13374
53732078 430294.58683 0.13408
92559952 85485.83962 0.13562
324385 449308.85448 0.13569
43776535 4713.73232 0.13634
93389339 575747.61755 0.13766
23041269 221724.58505 0.13893
65071877 31340.33895 0.1452
14803818 285661.57574 0.14716
84632351 155699.38914 0.14766
83171931 148459.19663 0.14808
34258893 208994.58168 0.15109
14056529 29566.25587 0.15661
60144670 16057.7261 0.15794
21601218 175908.87249 0.16273
95329629 94251.13454 0.16399
24966890 321089.67634 0.16404
52437782 137721.85328 0.16751
59498546 762258.99525 0.16929
58498822 178000.38806 0.16985
7693784 913.98227 0.17014
59882262 225543.56841 0.17196
34426598 186940.23578 0.1722
9968909 312.88119 0.17267
37517946 164356.42211 0.17377
85916512 142669.21026 0.07134
13949758 356601.25997 0.18262
25405199 103782.14039 0.18416
7912510 52958.94315 0.18897
17989211 150405.89238 0.191
86531814 207049.20525 0.19248
42932417 530304.18461 0.19346
76754178 66250.37935 0.19459
85741444 174721.16325 0.19882
55073722 293128.78532 0.20006
1034725 163666.33834 0.20007
82222457 147699.51237 0.20373
69543317 274187.271 0.20377
62612235 128984.48997 0.21599
7768736 537605.9025 0.97733
66970954 149706.59877 0.21767
35952544 27494.15882 0.22306
87221126 502233.60991 0.22477
48263113 313551.18936 0.23254
41504296 572637.9432 0.23413
34559870 120455.68531 0.23794
8885798 21309.66387 0.23808
24353929 8777.53389 0.23826
94145492 748554.09872 0.2415
33936615 86158.97608 0.24151
48699974 551365.11708 0.24421
81791008 93376.17664 0.24461
81004623 394654.24587 0.25047
75257000 708822.36171 0.25238
56747199 39550.68419 0.25341
87361512 556430.92416 0.25533
29662986 66262.04536 0.25609
82461809 228934.9919 0.25755
99682347 33131.54725 0.25839
58566904 308525.91583 0.26041
74865475 28703.7799 0.26084
18065867 56163.54175 0.26166
38748888 100907.78495 0.26361
1948816 535604.83661 0.26362
11431136 628314.88153 0.26381
59597732 264270.10891 0.26445
83645275 62295.20926 0.26469
32445311 61924.70298 0.26653
80961553 86315.29655 0.26703
40144911 103319.21637 0.27181
93426493 161937.37108 0.27241
81612445 304916.92939 0.27443
81188692 38046.59045 0.27482
27333472 129849.78644 0.2814
72343535 132180.48557 0.28577
56202238 31489.82317 0.28596
41542705 20669.27619 0.28937
72161658 117863.24362 0.29691
17389292 434588.82925 0.29704
80765436 67802.26489 0.30092
18498766 400318.02535 0.30498
28755960 202741.89239 0.05019
8479458 7653.07953 0.9903
