ID VALUE SCORE
83579775 219086.78753 2e-05
89342587 286996.15375 5e-05
62753833 194167.54374 5e-05
92921311 213817.32252 0.0001
43017314 107243.36145 0.00013
75356221 234071.72002 0.00013
16060398 547493.74835 0.00017
31809261 46924.17023 0.00018
71658539 24028.0244 0.00027
53231021 56315.98884 0.00029
29159580 236900.00823 0.00035
40544434 721806.11198 0.00037
58972799 213178.01892 0.00037
68475200 770632.19427 0.00039
84405958 387427.0981 0.00039
23875323 887879.65102 0.0004
23235060 10079.13363 0.00042
30552922 11230.55963 0.00044
10095884 627043.33333 0.00046
89006166 265378.58379 0.00049
3343581 485346.9425 0.00052
5767666 40910.61698 0.00055
96944507 212482.26211 0.00059
17712450 7801.67113 0.00074
21820090 694158.05877 0.00084
65747629 54678.86804 0.00085
66763967 1166.87332 0.00092
63102796 4763.51153 0.00094
88040657 941375.67696 0.00098
77849730 84782.68819 0.001
12990079 202654.83402 0.00105
3130330 14378.38004 0.00107
7990088 76022.98084 0.00109
35563832 23515.81634 0.0011
6967973 379278.39905 0.00113
3408488 277776.41639 0.00113
69397656 93451.13157 0.0012
78137744 466035.77058 0.00121
82735015 228635.34614 0.00124
79436417 361401.47306 0.00126
85008263 439433.52437 0.00127
51677288 124923.20956 0.00129
71221366 419133.8989 0.0013
91799755 11584.06078 0.00135
15856902 676961.44664 0.00137
21837 573193.58407 0.00138
59989635 33409.40233 0.00138
57246328 161511.47734 0.00147
55740869 114834.25828 0.00148
12148643 47863.08278 0.00152
82729552 247595.68179 0.00153
49518872 472451.68017 0.00168
71804692 644914.16988 0.00179
30856618 672443.14403 0.00184
91303082 173493.07926 0.00193
64347297 276860.73597 0.00195
64406372 211068.50127 0.00196
15956653 43847.43071 0.0022
49346629 149652.84575 0.0022
3526933 49393.99625 0.00221
46060527 172203.97021 0.00224
90699790 552581.96746 0.00228
84561676 599287.85393 0.00233
49061747 9136.0265 0.00237
51817194 45615.54484 0.00244
18243687 702927.38765 0.00246
77014410 93732.50438 0.00248
46285201 207673.81209 0.00248
32740296 515730.90638 0.00252
47001851 355245.00721 0.00253
62190158 673570.52306 0.00254
68084082 63209.50429 0.00255
27435776 533610.28084 0.00257
88523206 24765.29228 0.00259
60389094 349274.3359 0.00265
45943873 158561.08709 0.00271
80173493 635276.52122 0.00273
7869020 82704.2321 0.00273
45421405 195025.51701 0.00275
17540549 345761.45811 0.00281
12499252 41759.19668 0.00291
43623761 61171.26611 0.00296
8418865 193991.45737 0.00298
69050092 38425.63187 0.003
93354276 366219.65661 0.00304
33390214 616970.73454 0.00314
23621424 19507.54792 0.00319
60125513 77670.21676 0.00321
94300074 446946.85587 0.00325
62679670 138444.7173 0.00326
28025646 354620.02421 0.00326
76540277 22923.92516 0.00327
71215585 8504.97348 0.00328
89679337 33687.05869 0.00329
72967556 443644.92533 0.00333
36917810 60757.28356 0.00335
44241019 336702.11581 0.0034
18063824 449196.86201 0.00342
4454335 406017.57957 0.00343
79898657 458774.51725 0.00346
73943388 413629.59867 0.00352
92171486 135610.4231 0.00352
73594598 4642.86895 0.00354
786658 666435.32438 0.00356
95740566 1610.60749 0.00356
29234293 119534.76284 0.0036
31904895 108621.65269 0.00363
42579975 89481.96302 0.00366
63033137 217678.54041 0.00367
65588490 178794.11418 0.00368
19916531 635184.7326 0.0037
16994752 241236.01548 0.0037
84564353 101230.27462 0.00372
39467202 73426.95803 0.00372
23258792 155791.76808 0.00381
44546306 59647.55496 0.00386
20084672 78232.60541 0.0039
51274362 31279.85405 0.00391
50120562 88689.47719 0.00395
43883301 3059.636 0.00399
25209537 594116.86204 0.00403
10098595 100185.99755 0.00405
55632645 87033.828 0.00408
21363176 32858.08409 0.00408
60831455 2544.8893 0.00411
98085288 795364.44244 0.00412
5723399 18449.33281 0.00412
55735649 772712.15306 0.00415
98812907 802677.2661 0.00415
