ID VALUE SCORE
31591116 7573.69 0.146
75361030 149400.051 0.036
62266138 381638.153 0.768
31201492 557631.28 0.911
67562396 228888.932 0.675
5763554 271011.086 0.807
95862595 258997.496 0.526
27908843 120682.229 0.943
99615953 71297.847 0.111
44085622 242618.962 0.933
28004899 83055.224 0.912
59665139 468880.806 0.142
82190171 452378.685 0.954
27817281 121946.453 0.466
36760342 157945.185 0.019
98820503 123423.134 0.632
27913143 301292.595 0.878
85103197 18420.935 0.148
78649060 254963.254 0.021
11119674 474613.541 0.683
57106111 268221.234 0.455
8978235 129180.995 0.848
21845547 14598.972 0.847
73718417 1636.528 0.649
16799315 173322.046 0.416
35474118 69596.909 0.519
54569633 17748.266 0.29
20094624 9303.385 0.29
27959694 82718.902 0.855
35879477 5031.427 0.639
51539103 52746.857 0.035
95315945 853232.779 0.055
8887855 16214.42 0.548
82901706 446638.361 0.669
51781113 21012.594 0.135
62696769 537290.824 0.941
15434998 66482.339 0.9
97546547 346753.356 0.974
10556846 230916.325 0.974
68843960 4329.807 0.001
55552939 426260.608 0.407
39133424 195721.022 0.394
72257364 417652.729 0.807
83550275 672803.108 0.336
35361069 431375.894 0.126
88324194 22812.949 0.403
32018644 210134.411 0.27
7798793 95946.371 0.353
92094969 269197.361 0.66
82566370 439212.845 0.661
48559006 21058.202 0.139
13564773 5808.145 0.145
93331159 340671.765 0.861
66122460 399486.769 0.839
43673582 36861.911 0.201
79236179 284352.39 0.625
28594263 248101.502 0.604
33551893 236844.648 0.892
35777820 407915.757 0.782
94308342 550809.11 0.025
22275582 116280.072 0.125
27439905 349010.637 0.914
34430367 86514.555 0.52
11183374 365200.232 0.432
99302047 620698.76 0.96
12473344 11459.525 0.219
6253756 108732.579 0.806
99073613 310455.376 0.421
55494136 50231.476 0.953
44613019 598632.626 0.871
33075463 21553.873 0.761
23024636 364538.966 0.38
13988790 198554.163 0.182
86892766 2389.067 0.114
5077063 344717.513 0.64
75609713 658400.856 0.121
46170598 106435.546 0.067
63990557 119350.593 0.442
15041073 61056.97 0.247
84410423 307122.065 0.957
43659576 477364.867 0.649
16531401 311017.06 0.808
25040433 224677.009 0.304
60172122 78118.176 0.655
65519711 59509.072 0.974
76551266 63948.614 0.552
78277862 124635.964 0.405
84326055 80855.565 0.314
51997740 146742.358 0.701
54241970 7097.865 0.545
74713944 486952.286 0.348
56590827 137012.829 0.185
29078362 546796.034 0.801
88899606 2665.328 0.741
83587878 21694.953 0.784
57477138 130615.26 0.922
28040449 611348.339 0.171
26795122 327128.364 0.616
11254904 309493.633 0.54
70169269 236624.274 0.194
77712178 32029.051 0.923
12577126 104602.057 0.649
72045138 9672.069 0.04
96996043 214561.349 0.955
21492731 699225.636 0.177
35872594 68844.091 0.018
96205009 83429.101 0.888
6365133 44057.783 0.667
78553287 15678.066 0.388
41981870 286350.401 0.986
27773629 242480.295 0.055
43462972 615055.756 0.34
90084295 42269.619 0.721
58964562 110900.773 0.086
56184007 506564.994 0.055
54474907 343063.224 0.231
35585891 769811.727 0.163
84325347 249299.66 0.719
78257208 174956.127 0.576
57945146 519834.354 0.604
96725573 14764.72 0.736
34091752 456121.281 0.592
46772180 62045.929 0.247
51442288 288244.228 0.267
36144212 100556.604 0.158
39591194 751624.777 0.705
71056892 80665.984 0.509
56143286 109313.142 0.168
38322746 6247.686 0.948
92170311 695147.676 0.121
53679765 30122.559 0.951
54212375 81866.178 0.291
84811241 30701.189 0.041
2784884 276240.296 0.092
24471695 191424.621 0.05
30262605 544279.34 0.497
62075276 138226.051 0.3
25924370 20760.382 0.81
71469130 169531.25 0.029
29298108 78026.802 0.219
87848728 555859.398 0.622
82783850 423361.833 0.116
80419997 357477.606 0.699
94699129 167759.084 0.368
68641210 414795.15 0.734
31188455 199361.812 0.364
2800371 193923.926 0.284
43567066 109409.47 0.488
35683596 14834.809 0.249
75968707 287573.87 0.874
18736949 654327.486 0.901
31208060 9196.934 0.617
32271995 10119.97 0.89
76284707 38632.908 0.318
41493555 673356.831 0.827
49779495 308.481 0.271
49184588 11330.624 0.999
89722423 826946.271 0.73
18330906 8967.381 0.956
2117853 388696.067 0.189
13442261 867986.162 0.256
20710029 148282.839 0.447
38312496 900608.461 0.243
24159363 286990.388 0.252
50129274 244407.071 0.116
44484581 11293.571 0.912
8345575 34067.573 0.573
92755294 398121.484 0.195
71072961 163185.869 0.501
79489194 104933.662 0.209
15197938 81719.711 0.07
25170156 369373.972 0.464
20679007 14812.357 0.42
2278643 411287.0 0.739
20517023 209412.872 0.163
83755310 147348.888 0.356
95287274 21380.352 0.211
43978209 956693.815 0.305
37085861 169022.166 0.287
58324558 291030.212 0.916
77488548 871118.754 0.74
77790123 158009.756 0.843
17273454 481182.594 0.358
42162137 298239.621 0.342
12049680 405064.197 0.651
12457772 265596.758 0.933
15474813 21926.918 0.576
23266503 668506.449 0.605
38478059 50321.52 0.7
79417433 69014.641 0.273
76927048 433161.965 0.591
68733420 534963.001 0.484
76615018 59577.821 0.211
39414792 791809.679 0.721
43405175 38824.686 0.238
86878102 261516.219 0.364
76461503 270169.522 0.58
77190150 217015.636 0.566
35881388 43783.318 0.093
80354430 295134.955 0.071
35571356 22881.119 0.938
27033769 153813.308 0.556
18976601 128567.945 0.891
45557836 562464.153 0.032
9084064 676423.417 0.248
85689371 476693.969 0.273
40222672 403549.752 0.937
51117283 200987.442 0.318
8549330 203230.051 0.418
19288618 405487.154 0.299
86082974 94679.381 0.241
66493165 81.346 0.287
41783459 157293.453 0.438
82507227 39291.552 0.036
3665208 107157.158 0.713
75286419 375249.839 0.091
834802 354994.162 0.382
85530200 139248.122 0.117
84172432 256414.965 0.054
72815718 497521.112 0.731
82950294 293912.42 0.016
23973009 179025.881 0.687
47856137 605574.01 0.326
98236789 403652.749 0.07
91107154 191526.481 0.72
70396335 105464.149 0.744
45885949 377613.409 0.188
32586437 174104.55 0.182
44217041 673462.689 0.133
96349031 219407.894 0.411
78016369 3325.184 0.488
92184193 215637.16 0.01
85336265 7521.852 0.011
5948051 174701.585 0.18
91954139 409593.964 0.602
41199735 247650.053 0.327
30699523 384268.885 0.076
3645349 794448.352 0.77
82382017 291456.957 0.87
38702715 89563.449 0.168
80355039 707713.708 0.565
16349757 118010.629 0.085
9572795 316402.254 0.323
15086877 460713.795 0.578
99131659 82914.746 0.609
13392679 16310.407 0.833
61610094 694075.949 0.733
9633975 136865.244 0.533
49389597 193406.025 0.56
74844773 171654.919 0.527
7451889 311864.767 0.046
7857403 46372.905 0.413
69929780 87.959 0.408
85670318 4322.023 0.889
23936425 710202.079 0.616
26690628 38835.217 0.026
67666345 152556.673 0.174
1500901 7828.976 0.483
43839014 91314.007 0.296
23335175 387258.114 0.661
90194432 158807.361 0.396
67298976 31546.531 0.047
54274435 599586.882 0.057
9699369 228134.54 0.599
77904435 328056.104 0.73
61735508 282458.558 0.304
70800820 426119.581 0.916
37873724 25953.871 0.088
432110 16797.051 0.475
94657966 227704.539 0.357
29353619 8995.127 0.361
35854805 25290.238 0.715
51868884 158127.579 0.752
77126607 684671.333 0.48
45408361 268662.425 0.775
71814996 394922.987 0.638
43369099 452234.353 0.824
63675013 10920.535 0.629
68707922 15580.314 0.997
92430583 56318.345 0.008
22703663 65706.955 0.798
29246368 239202.833 0.648
29786056 218166.983 0.413
79540872 175071.696 0.512
79585090 185984.444 0.57
84156924 117084.234 0.327
87910888 444554.306 0.777
71440248 72356.568 0.642
73658610 94964.339 0.466
34747853 24187.002 0.717
47201613 4241.537 0.233
31465208 331447.136 0.693
5672585 33778.132 0.046
27835068 36124.185 0.364
31777583 663633.917 0.761
46570444 10696.032 0.628
42660008 897512.576 0.757
49944191 43228.816 0.878
186690 410850.402 0.794
348754 37340.402 0.721
50031280 106753.369 0.119
16265921 422961.408 0.123
72692822 527873.169 0.802
15813107 8643.203 0.39
4091229 204751.447 0.079
21383153 340.921 0.047
92486888 700519.733 0.268
46841091 555807.277 0.863
30908788 187742.727 0.365
11427578 264783.843 0.386
46417162 702402.53 0.091
4786318 191185.46 0.073
38907910 576597.074 0.078
18270689 211211.527 0.131
34641308 662375.379 0.47
66094218 80685.844 0.647
57931557 3674.028 0.187
54587372 114017.065 0.093
69704813 475877.041 0.689
69192227 150656.005 0.885
35174915 128532.166 0.406
22283402 10939.251 0.001
22988734 172198.008 0.043
16847363 163376.348 0.311
56434667 472109.877 0.266
63512921 757226.306 0.976
38398406 172664.868 0.347
80682759 121624.505 0.436
25938517 415866.353 0.169
55217694 615276.477 0.081
17741196 491544.256 0.899
86904899 558429.937 0.336
98796744 17445.627 0.68
90322254 16368.954 0.296
43260024 513200.204 0.414
25913511 193802.934 0.728
16802795 119867.172 0.199
93066325 60777.034 0.755
3018650 46281.598 0.81
26466861 684897.759 0.871
71943816 190470.812 0.682
87467480 233188.03 0.412
82147410 33354.274 0.234
5707578 368146.729 0.942
26869061 155544.473 0.543
80748358 654986.607 0.193
29521398 573461.662 0.639
63780713 441335.817 0.226
95184933 495828.595 0.622
39048715 463385.791 0.734
37674527 662332.81 0.253
232159 622204.018 0.127
18540398 124015.886 0.585
90929482 16070.134 0.72
74780121 104011.113 0.797
96534968 676225.034 0.24
48414965 271065.264 0.551
12582772 230506.556 0.94
8060497 525998.811 0.386
51494191 313058.16 0.702
21811830 838.728 0.854
56722863 57360.595 0.774
19425889 596700.33 0.138
87994896 634498.995 0.2
75981096 77658.342 0.797
952796 702220.162 0.831
2656809 187761.06 0.798
76300352 32933.023 0.419
51176861 483742.757 0.823
83653119 55856.219 0.224
15638128 175145.018 0.009
95396778 41290.934 0.356
37340902 19667.713 0.473
98841480 242099.365 0.613
4428890 48327.257 0.152
68671022 235090.408 0.156
79682680 505372.348 0.982
62475550 272168.054 0.884
18544106 281796.184 0.958
57820199 80194.388 0.864
25607490 536202.883 0.679
86893178 258389.419 0.142
88181605 209708.451 0.698
91990453 620964.767 0.875
97539393 222043.238 0.659
72359396 26638.07 0.899
61222629 119605.856 0.468
490818 103032.42 0.948
35032832 176779.948 0.548
4634439 123092.643 0.826
47906162 88040.185 0.312
57437961 59678.917 0.377
54819220 587075.083 0.692
53332194 117423.869 0.14
75076720 150194.091 0.644
84633454 354058.399 0.758
36494148 472837.83 0.909
32078978 6970.481 0.117
9800446 148918.597 0.703
49913856 3092.257 0.266
9635144 128557.449 0.12
69560077 363131.557 0.939
31722186 54850.667 0.777
67040183 532958.111 0.8
39560429 216768.213 0.294
50019604 77972.374 0.796
59721720 9388.156 0.769
32808223 12139.526 0.241
95741758 22853.618 0.822
86805786 183355.625 0.656
65117250 267312.489 0.216
84946006 597146.722 0.333
57017224 174668.732 0.645
30208330 80346.701 0.181
8803684 156400.436 0.376
1571778 350588.807 0.342
22286603 653144.547 0.981
9841043 152769.488 0.424
17180009 99735.915 0.498
88253513 277604.797 0.179
68897858 274369.428 0.678
3157079 205098.128 0.764
57857007 76878.128 0.989
81717768 27482.753 0.016
22062764 73761.407 0.092
26358277 365492.623 0.39
43296456 792695.944 0.386
57720724 251581.728 0.547
85548118 477000.841 0.992
93329269 75452.426 0.214
50317483 258043.391 0.632
54081459 774140.064 0.251
72219939 444895.085 0.517
50704301 17709.549 0.976
88609519 895747.966 0.143
55185910 455028.865 0.392
16046416 25480.242 0.441
8189750 323373.034 0.246
91086469 12566.908 0.946
95572118 73036.725 0.081
26838097 307848.186 0.032
22183799 3191.995 0.609
31831002 336766.955 0.225
66839325 75023.893 0.236
61370540 248770.207 0.199
32451428 141032.213 0.895
72734010 353766.776 0.736
72862349 307437.586 0.256
96072964 118767.339 0.444
36293375 256640.624 0.775
56629748 236092.321 0.185
50097759 115003.987 0.358
48490409 254105.863 0.407
23904935 237157.933 0.933
61742121 183486.604 0.351
98633682 398867.693 0.499
43369127 691385.703 0.891
26332822 324031.912 0.334
63941715 536456.487 0.155
25783532 180953.996 0.636
67976303 915814.827 0.531
40043172 20514.377 0.218
2063407 79811.447 0.59
523367 517143.634 0.695
18085009 537.758 0.261
37980992 210187.958 0.276
16450007 457968.2 0.769
96102407 341272.848 0.505
1294900 112484.85 0.949
59456329 965672.844 0.775
32145138 493764.13 0.652
81529846 194398.793 0.241
16654090 836811.815 0.768
54261453 856116.93 0.412
92381094 115178.728 0.178
2302261 433672.86 0.069
29792831 171043.276 0.285
14314424 567542.572 0.67
41250338 100277.597 0.059
12486382 272806.904 0.706
91327357 708502.234 0.459
89897184 24086.348 0.346
89143437 95108.453 0.915
13420856 79218.194 0.744
18544862 30104.664 0.996
78005048 30514.79 0.302
72849027 193920.167 0.569
9991696 661286.444 0.465
38283405 472757.956 0.233
1541633 537868.566 0.575
9081170 338263.575 0.934
50915675 429874.79 0.824
41680513 525081.359 0.005
62450754 177985.895 0.783
32393220 80879.491 0.446
48216453 274006.026 0.224
1767342 182216.148 0.69
39057652 119243.165 0.978
37267119 506491.608 0.814
35892545 554605.998 0.266
41057871 664684.671 0.747
25170434 289631.565 0.136
53315904 159029.651 0.989
36657120 341020.769 0.674
69482633 30696.602 0.31
67847372 401989.018 0.447
43619852 86421.037 0.114
45761563 929239.729 0.427
84105382 54541.346 0.144
89672790 216741.622 0.916
69761555 575723.282 0.931
40591093 207412.748 0.61
94328470 835994.661 0.078
70465989 629781.081 0.786
49719771 695.841 0.138
70427744 188824.277 0.729
52812709 225629.652 0.686
29874147 10920.015 0.534
77737071 13045.927 0.675
75537091 1784.15 0.954
36439128 47732.024 0.149
4422472 352376.178 0.143
48037047 443479.36 0.154
73635809 5635.234 0.881
27202553 530097.287 0.295
73524474 548538.59 0.559
25406002 72600.626 0.712
18466363 56805.171 0.816
35178997 154048.456 0.091
17858865 170147.088 0.065
43173468 360308.265 0.349
34942415 637937.603 0.267
23011988 16322.548 0.812
87374522 454819.297 0.687
81217476 58300.96 0.357
92402318 740764.502 0.495
33655334 647504.487 0.362
94279091 14064.026 0.708
8790034 36679.999 0.103
78256015 254242.026 0.817
98137416 7420.879 0.191
1240356 355864.114 0.595
64091186 443941.825 0.679
88995824 66686.391 0.696
8590571 28315.462 0.951
16399617 289848.876 0.141
9581306 112762.727 0.077
23456771 291355.182 0.314
29400796 38289.639 0.986
97269628 249707.675 0.827
18295759 48840.021 0.23
55117168 377439.302 0.335
48550734 374020.835 0.744
53640451 504549.856 0.673
54832399 33578.612 0.897
32995340 438234.825 0.934
89126908 236627.0 0.403
