57276304 68894.515 0.73
62699890 28474.52 0.937
30545759 473790.647 0.358
48621882 6305.354 0.169
88737671 178465.062 0.846
19629909 713132.161 0.951
5640006 780248.551 0.005
15781420 26893.105 0.416
96908004 253205.478 0.755
96814833 448549.321 0.397
78565581 117181.093 0.656
53835233 316370.916 0.322
29506164 59107.435 0.619
37009890 258638.954 0.473
83821504 212730.419 0.673
81219033 752.614 0.769
35436006 262719.724 0.682
5208401 161110.387 0.367
25375150 212077.057 0.086
36877876 629423.661 0.908
70654363 510121.322 0.693
97971863 529950.295 0.838
18134011 36878.253 0.804
44320115 848666.752 0.129
83499203 546003.315 0.679
24522510 759247.375 0.59
25257315 417874.218 0.678
73585613 219834.706 0.61
21368092 413891.323 0.43
40787086 113671.676 0.267
90496059 339195.411 0.644
98989680 216755.756 0.164
64740132 78666.657 0.299
94787854 448828.322 0.84
17730921 604465.378 0.157
89339058 150449.306 0.832
23230740 457297.112 0.464
98239420 530159.319 0.172
63401115 100252.63 0.398
70930314 191847.844 0.099
19575063 55953.359 0.027
55665914 106838.437 0.976
34538902 67884.972 0.68
51697298 178151.188 0.381
65706016 164497.994 0.562
13034476 141068.375 0.655
83146447 380268.156 0.259
91494575 12459.612 0.038
46796345 140145.507 0.303
50155444 24429.733 0.448
48438024 699910.448 0.345
97088569 160427.161 0.976
42519710 438728.537 0.533
86404002 622104.453 0.946
75629712 598788.006 0.538
55741815 715449.012 0.663
89863284 259771.977 0.836
42209797 585149.187 0.035
20854837 95658.689 0.193
43641790 48308.35 0.934
77020568 263821.918 0.594
53108417 22258.91 0.167
15133444 90148.854 0.548
80769733 872665.72 0.57
83452102 299460.518 0.094
48461567 67795.518 0.318
28987683 61003.06 0.665
6900826 240205.763 0.424
58251383 65195.485 0.607
94410423 371871.32 0.566
50784410 44496.104 0.645
55176696 66160.264 0.132
59763878 17527.376 0.553
4544366 355918.611 0.074
5611528 462083.476 0.922
91658645 138635.925 0.514
53936401 348379.244 0.127
1702908 172836.43 0.787
44737161 489029.8 0.403
2010765 298632.416 0.992
62466212 396290.173 0.867
39592265 269972.139 0.569
37583969 408639.785 0.793
57528862 31235.208 0.247
94079729 349919.771 0.122
29243100 196948.353 0.777
91246715 267594.3 0.586
78334353 1528.253 0.358
35523302 33566.872 0.753
32459059 228477.727 0.234
40825801 312513.107 0.821
4659222 121282.882 0.663
76674754 49140.444 0.562
57023598 183580.801 0.593
68685413 809455.039 0.549
85271944 144275.084 0.943
52850447 403918.906 0.17
79195485 92092.932 0.255
76896029 148053.469 0.694
17679798 395689.34 0.192
39479448 220705.728 0.951
82002456 206604.772 0.967
4490153 291570.184 0.756
80158181 67141.667 0.911
25955057 233642.022 0.929
81200996 123755.485 0.709
28802147 307510.959 0.589
99202528 112497.812 0.471
64081316 599768.083 0.411
12806226 185741.129 0.47
30550760 715990.811 0.042
61695782 327864.804 0.919
58412115 341091.672 0.289
41637969 113729.754 0.251
56906655 407432.192 0.748
60097219 179521.236 0.01
8409918 236624.351 0.21
53704715 912.725 0.418
89155732 3925.537 0.251
86583445 548653.001 0.965
579905 11667.965 0.026
75061957 410639.48 0.682
64698740 194202.429 0.603
37813734 12287.575 0.933
89966143 32918.79 0.51
25680039 264396.888 0.52
52881517 358123.271 0.765
97046629 464347.513 0.329
54062978 581930.199 0.23
98399634 605427.281 0.342
31211563 13622.686 0.59
8007787 21559.655 0.041
60747605 90884.906 0.515
77081866 860041.245 0.698
3422365 107230.091 0.457
6777058 482720.304 0.251
81613254 351662.74 0.398
40402922 252106.513 0.302
75886577 273192.595 0.3
39708339 691723.145 0.885
65860394 8340.289 0.924
22836244 650803.596 0.149
28314462 255588.794 0.81
10760811 433799.884 0.473
33191290 72709.812 0.718
16822265 2471.042 0.881
5036980 5706.694 0.915
78023828 202577.606 0.092
38904624 563671.199 0.88
25670265 389454.031 0.238
86400923 803217.962 0.098
16312787 252704.195 0.456
31543204 9282.768 0.277
51263736 280841.555 0.764
14790082 677029.968 0.763
73764329 267325.582 0.081
44308908 124043.647 0.758
63456414 699563.721 0.531
22236169 113294.068 0.211
78583046 197882.754 0.017
58661323 386087.293 0.307
626755 99518.678 0.22
83958330 128323.569 0.509
42015835 37295.448 0.34
90600214 88741.887 0.539
64267562 115696.578 0.865
48813348 525383.123 0.454
41065041 609862.404 0.139
42972347 471110.346 0.355
19382964 76432.752 0.792
6504798 599679.403 0.292
69683756 205333.192 0.849
73385467 19251.828 0.136
39234319 13187.448 0.374
98925440 25299.647 0.23
68508587 228382.64 0.101
59114584 346672.286 0.394
74967464 52425.423 0.08
57886653 575104.351 0.398
927928 28201.578 0.812
50546822 439136.075 0.706
20952306 268114.87 0.082
31907780 666326.549 0.543
53059382 2982.71 0.127
75167119 4380.008 0.707
34817715 51461.304 0.343
30213255 82865.919 0.874
50985826 123121.159 0.463
67281580 344755.072 0.119
66215555 72713.567 0.56
73550665 58947.964 0.908
29578398 231930.928 0.253
86383596 240487.176 0.879
89910385 84171.251 0.245
55668033 467140.06 0.338
98752708 121152.897 0.429
61443628 5018.027 0.9
24030166 375317.154 0.728
44992778 603347.753 0.167
33569615 81051.796 0.556
65195990 397304.849 0.616
71853678 194217.981 0.543
40444019 382177.868 0.908
85853765 931315.493 0.823
19993048 562558.385 0.688
54410985 66916.731 0.013
66168319 61963.384 0.317
20488804 222680.328 0.319
13981282 37342.283 0.829
21568371 84940.175 0.815
88465713 48167.713 0.436
24718075 120081.995 0.688
64721029 36068.062 0.934
60010233 471190.601 0.28
22926349 200656.534 0.65
32286749 18351.146 0.013
45454049 152052.917 0.667
96281499 659090.996 0.228
64847134 76636.759 0.235
74690977 1308.323 0.828
80631622 500994.726 0.067
3415464 115268.52 0.761
64039330 678626.446 0.439
29143389 927830.084 0.746
59000126 34784.432 0.611
71730215 131222.877 0.948
95788933 162547.831 0.923
30878729 383032.345 0.071
43740241 195457.674 0.306
89039412 8768.311 0.082
14516507 329976.106 0.246
37420137 112295.923 0.812
22819294 28415.751 0.265
43654990 335379.604 0.813
751235 768993.764 0.756
57761281 171724.538 0.408
17089610 24933.061 0.171
19651267 404803.728 0.535
56897555 844793.744 0.605
51887293 206011.818 0.565
63667473 17956.298 0.369
55157061 72565.755 0.47
39563290 509586.892 0.784
58447905 73105.853 0.197
37731714 153748.837 0.599
62600687 10796.573 0.386
97961618 425436.796 0.078
26231868 909926.628 0.777
96337692 681553.686 0.481
23534964 136718.753 0.27
82689911 64526.159 0.365
5175430 508506.139 0.208
3789314 185178.986 0.585
42881891 199374.46 0.385
11343344 74950.089 0.855
28793601 8834.765 0.589
91843815 585466.547 0.73
66962752 615421.128 0.07
27273685 541594.962 0.145
99682706 600942.598 0.585
59873999 14989.621 0.165
