ID VALUE SCORE
88726509 99905.75864 0.00136
99503774 375095.65398 0.00521
86377323 202088.32341 0.00597
91173859 21294.19924 0.00715
41563629 144370.52052 0.00757
41017293 3628.94504 0.00947
62091086 332639.79104 0.01071
86717887 185851.25684 0.01145
93792542 127608.91389 0.0118
43260063 201176.64501 0.01198
9217808 21307.01084 0.01447
60080850 133586.59181 0.01479
83055425 285369.7016 0.01561
5863552 137050.39462 0.01647
80048435 478903.62184 0.01759
74817915 153716.93645 0.01847
63676246 267928.03241 0.01898
8752768 55401.66319 0.02028
17721262 52828.42008 0.02332
4173246 333573.52322 0.02623
96441593 456017.34757 0.02658
11715240 361210.06345 0.02742
33469149 204940.4588 0.02865
42225484 53921.80596 0.02975
27952958 586466.60925 0.03386
86456216 453436.4419 0.03439
29119223 345022.23047 0.03638
22347560 59618.95402 0.03679
67686859 110526.9457 0.03722
33287694 88013.37576 0.03817
65308543 306288.97078 0.0388
2735495 281817.62919 0.04067
46836008 36834.9175 0.04224
24566774 537716.81063 0.04375
49904901 398929.0021 0.04472
1929366 216630.45669 0.04588
51009830 377178.61015 0.04651
74926423 160135.14451 0.04747
72040267 82569.53615 0.0499
71530846 314516.16765 0.05186
65236027 54243.58268 0.05207
33198074 619948.03217 0.05357
62914671 74704.03773 0.06431
93297280 664087.05012 0.06682
265487 60110.85553 0.07018
37328503 395840.26675 0.07109
19519573 114785.84472 0.07347
54558657 151362.58673 0.07398
32819474 38041.70556 0.0745
68478302 355019.70602 0.07502
48267953 83560.60854 0.07753
10769103 8406.19645 0.08158
77823175 233563.58073 0.08231
3828212 40875.81646 0.08491
98017051 27793.52132 0.08594
92127122 6673.08573 0.08706
10251343 94046.90207 0.08848
78257880 139502.76134 0.08956
95558954 18165.43765 0.09132
80705118 18685.50518 0.09356
51211948 47600.5359 0.09359
54740419 376745.455 0.09544
77102326 153225.93879 0.09678
3582102 44866.94396 0.10172
43332906 357644.49498 0.1023
6696427 81047.69919 0.10334
58777215 15090.1942 0.11025
666844 14068.17999 0.11309
46070107 264035.35851 0.1165
7069702 65127.05759 0.11738
36064823 83042.23327 0.11913
90634244 210141.38403 0.12042
84942699 268907.83925 0.13018
47475910 799671.64756 0.13021
68402650 729945.89275 0.13498
80049098 285684.58557 0.13521
90936726 98708.3247 0.13897
52026215 488611.77388 0.14489
26570321 93991.70964 0.14688
37847821 664313.46561 0.14739
97211535 227771.62576 0.15075
80331951 666805.39467 0.15187
94110542 37006.50923 0.15193
58868531 70011.52533 0.15332
23504418 30619.52531 0.15377
36877793 368092.93984 0.158
55331444 154360.75965 0.15822
41414965 118868.3528 0.16013
5996848 282870.5412 0.16263
96913888 163012.98261 0.16274
