ID VALUE SCORE
6920240 62904.4966 3e-05
41846340 588011.32691 8e-05
39895912 56077.14841 8e-05
28493802 211803.86805 0.00015
10802179 290102.62936 0.00016
35648426 33075.67973 0.00018
84865467 165784.15056 0.0002
12331799 20433.63868 0.37657
79964801 223.21371 0.37657
94069581 96851.39318 0.37657
55862005 445597.05335 0.00038
22575998 437949.66324 0.00042
32717911 26902.2631 0.00044
47112449 40537.51606 0.00045
84994553 566809.33826 0.00046
13508411 908459.64703 0.00049
36953874 44578.97051 0.00049
777211 8520.23318 0.00054
72330246 149889.9854 0.00062
11735869 128246.35425 0.00062
98799637 34915.73686 0.00065
52511783 594383.73419 0.00066
34560654 290582.48593 0.00067
63081900 148866.36729 0.0007
64297374 136721.27305 0.00072
9495953 55292.99829 0.00078
64035292 126485.14441 0.0008
16269424 405686.02633 0.00082
47799307 741787.48508 0.00084
61180270 178964.61301 0.00085
28699335 305638.51433 0.00086
12251917 676224.99615 0.00087
12712987 102999.74745 0.00088
7239594 47989.738 0.00094
5355568 153719.06689 0.00095
67115112 190323.91848 0.00095
51818814 192897.01878 0.00098
3501271 162428.17399 0.00111
49492564 271881.73178 0.00113
78670279 481702.98278 0.00117
38036359 59898.80171 0.00117
17641446 275941.60244 0.00121
88468345 486571.87831 0.00122
44211047 520812.67241 0.00127
70434303 228566.33794 0.00128
66788770 231554.52013 0.00129
28203464 212098.94334 0.00137
40346844 430555.9765 0.00139
6656385 208553.59192 0.00139
55603308 111595.43233 0.00149
18914820 769747.45297 0.00153
24248784 217814.57595 0.00153
25991520 81180.82321 0.00153
31223250 697345.14369 0.00153
31811366 43899.39717 0.00156
43312061 1253.80988 0.00156
82099660 96260.08491 0.00162
75211310 1179.76018 0.00163
3833413 887050.76791 0.00165
94941578 18610.72852 0.00168
3727460 760095.07078 0.00171
15068100 46032.37293 0.00175
14602598 208883.27648 0.00177
75446695 137148.8379 0.00182
65272958 479755.80183 0.00187
73343677 7383.23752 0.0019
50655701 732597.60282 0.00193
15245235 16492.47612 0.00194
22351401 156949.14857 0.00195
44014943 127022.40239 0.002
59615080 45274.2065 0.00203
11088464 642238.19695 0.00206
15713158 474087.64563 0.00207
58422699 333420.51092 0.00208
78881381 79698.73897 0.00209
39539498 90404.31457 0.0021
33701292 85842.81853 0.00214
91492773 1143.13647 0.00216
81893141 11302.5188 0.00217
69046393 724454.52365 0.00219
37199339 34337.27573 0.00235
88889315 122979.52703 0.00238
36418990 16244.57059 0.0024
34053437 428622.97934 0.00247
23162126 16596.65168 0.00253
23878538 52767.19117 0.00253
83630876 279824.62438 0.00259
74770220 316851.51563 0.0026
12891584 385472.71658 0.00262
66760048 519216.82751 0.00272
28971901 10653.14497 0.00272
25270666 555306.2605 0.00278
10512451 395345.3513 0.00279
15908183 338532.21581 0.0028
40411660 32553.00962 0.00281
10937334 991058.22275 0.00281
64922540 617240.08468 0.00285
10207460 341557.41877 0.00288
91217147 170049.86926 0.00296
91572255 187847.75248 0.00297
15027328 102972.44509 0.00298
13930509 5311.167 0.00301
89674898 263665.33723 0.0031
44522426 307135.20516 0.00312
52268632 51841.34746 0.00316
11082913 338205.3726 0.00321
52806534 166460.37862 0.00324
64628351 69409.82262 0.00326
6013928 186395.32459 0.00326
2029541 37927.36241 0.00328
29301279 83994.09756 0.00331
72259923 727503.06393 0.00333
19412173 130116.73108 0.0034
50248139 773737.70423 0.00341
22719822 86013.41539 0.00344
27397384 293859.42291 0.00348
87139963 252957.53904 0.00351
40763859 3961.1444 0.00352
69605293 212502.53143 0.00352
20460085 174327.0382 0.00356
64027445 369431.39883 0.00357
5516065 144171.33145 0.00361
49063592 415965.15358 0.00363
3331861 272505.23992 0.00363
26029004 77243.96203 0.00368
36208698 359585.90423 0.00381
61571115 284239.07177 0.00394
81001183 894415.70102 0.004
44330821 7928.31896 0.004
72591523 46305.68155 0.00403
10736545 188898.13169 0.00404
89481848 13826.22798 0.00406
24582251 12147.3628 0.0041
23611787 446399.81758 0.00414
59304353 230416.81677 0.00416
31538741 561796.87953 0.0042
53308742 74805.3813 0.31035
5792569 79024.98246 0.00427
26571176 233737.4014 0.19327
73408378 297901.20269 0.00442
47810289 571470.72921 0.00457
53557772 66668.86899 0.00458
88072642 80165.01519 0.00459
69780601 459212.44682 0.00459
70124418 96661.31249 0.00462
1796185 354309.77213 0.00466
54691192 520277.60476 0.00466
19506206 209381.93838 0.00469
69926361 232621.62355 0.00495
27740821 227588.53938 0.00496
7570252 43401.47066 0.643
88126160 159136.78074 0.643
60236235 109404.38183 0.00499
65300189 104810.62245 0.00511
134020 45544.828 0.00515
18199057 453396.22631 0.00519
61622584 425847.74987 0.00522
77481349 227467.41107 0.00523
98693664 35188.47947 0.00529
82785023 135543.948 0.00532
69567541 124591.45537 0.00541
83811416 151551.21203 0.00542
97926504 50420.59975 0.00543
10749482 188061.25207 0.00548
3481573 75305.57427 0.00554
86186659 4109.33392 0.00556
87779618 316509.74297 0.00558
65829099 288282.63507 0.00559
88802479 68666.01446 0.0056
2788766 231141.92819 0.00564
6101596 839108.3664 0.00568
66086580 306871.82129 0.00573
99003424 204071.50126 0.00577
62135263 19915.41116 0.00587
67375450 186726.91416 0.00592
11699595 96397.64277 0.00593
32664110 55480.60632 0.00596
78164306 301704.6119 0.00597
648113 12681.8613 0.00599
98795625 21166.13 0.78547
73547288 64954.71753 0.00608
30346118 169355.58053 0.00609
92834343 112395.40781 0.00611
3567599 55009.70257 0.00615
90934886 565860.02053 0.9661
24460421 234679.91841 0.0062
5194006 82559.76287 0.00626
68379850 749210.59739 0.00628
55066573 168725.0573 0.00628
21146137 32746.68886 0.00634
80931052 308966.24336 0.19951
77382089 39558.59614 0.00638
85952664 140365.71039 0.00641
1792854 25962.24758 0.00641
97716422 102542.13674 0.00643
29363839 5218.48879 0.00644
20361301 103884.14236 0.00646
92650146 102323.82501 0.00647
65660475 138771.32886 0.00649
9869706 479646.11373 0.00651
8191791 183899.71219 0.00658
97979593 482776.03806 0.00666
28882674 450372.6707 0.00666
77430383 121591.10479 0.00667
33699178 34751.24455 0.00674
10536584 498325.79004 0.00676
35365913 494693.87752 0.00677
49452596 174673.75758 0.00679
94248587 157110.79572 0.00684
81301029 31440.06521 0.00689
98873944 115766.877 0.00693
65379673 69903.68312 0.00694
83868163 120000.86612 0.00697
41850194 128807.41868 0.007
8812171 17517.33637 0.00701
68543272 26733.25028 0.00705
71992373 114419.6467 0.00708
1756850 221127.8978 0.00709
99483853 342909.59114 0.00711
24672258 47174.53085 0.00712
61431330 523399.55189 0.00716
44218482 6967.72356 0.03574
89415230 456840.76056 0.03574
57134468 155056.09895 0.00728
89905844 57427.79526 0.00731
39935341 724048.17697 0.00733
11487947 311299.7414 0.00739
48927231 33026.65592 0.00747
76127327 25402.18391 0.00748
58069962 78304.71562 0.0075
92612161 108721.92993 0.00751
86163951 84417.80904 0.00752
26224988 707645.74424 0.00755
78426598 181347.09588 0.00765
15152335 31516.83989 0.00767
98905209 447576.84336 0.00767
4618824 125838.91919 0.00769
48200579 178564.01588 0.00769
26793199 255500.75325 0.00772
36637983 438994.16672 0.00773
53425917 619615.21999 0.00773
83422464 11615.09636 0.00779
59680921 685593.5369 0.00785
64277766 604361.54199 0.00786
63512460 61436.43311 0.00787
17147903 21299.96806 0.0079
16746488 219675.61985 0.00792
80015986 138506.99488 0.00793
57744497 528931.43824 0.00794
41981671 531037.27514 0.00796
33828170 538213.178 0.00799
22949261 667686.11085 0.00799
68344619 43961.14245 0.00802
40392667 149310.74741 0.00804
27515407 146321.88837 0.00805
42690292 175610.53578 0.00806
55149851 482538.21851 0.00809
6676112 640510.69875 0.10981
34168522 136693.73607 0.00811
93874688 193379.94537 0.00812
15586702 39092.13698 0.00815
77721295 64379.63716 0.00817
74720936 120052.30884 0.40209
68444061 26482.80847 0.40209
74891961 605503.26133 0.40209
622781 623023.10444 0.00819
54698869 94491.36782 0.00822
16354460 378391.55202 0.00822
78908617 18877.74957 0.00826
23794072 143185.75026 0.00837
81009573 312074.53191 0.00838
800748 22320.54808 0.00841
76773512 284204.59896 0.00848
11077628 117218.85779 0.00849
54683319 603176.85578 0.00849
14117821 223120.82725 0.00851
52558222 913995.60036 0.00851
