ID VALUE SCORE
95773449 17923.15668 0.0001
16142986 183441.26899 0.00052
74294592 119548.41308 0.00059
34310480 252298.90111 0.00074
8607062 13764.6691 0.00082
35976264 653028.49924 0.00085
9142197 52834.39047 0.00109
37724889 163856.473 0.00132
51423141 730697.71089 0.00133
6437673 321166.88104 0.00181
4665320 26720.32432 0.0019
42248081 699.86522 0.00194
42737805 368173.42276 0.00257
34198690 30219.56883 0.00277
62630333 1342.54793 0.00278
71970190 39162.0254 0.00293
83782986 33813.74593 0.003
60685951 286273.77107 0.00356
83521152 52310.30335 0.0036
38644731 321890.59767 0.00394
919988 99788.32488 0.00411
94266482 21822.70717 0.00414
97690817 750168.72552 0.20452
12050647 15521.91286 0.00458
80633445 37137.03673 0.0046
4947329 33804.15732 0.60794
29977676 267504.36141 0.00476
15240107 59334.9553 0.7457
69425596 938.45558 0.0049
72648461 71126.23768 0.00501
90549366 134860.81335 0.00507
48664939 639207.44993 0.00519
77035864 249596.644 0.00548
40598665 80389.17046 0.00551
37176998 187240.68015 0.0057
84601485 16916.96217 0.00586
20719008 125490.51596 0.00587
29930458 148132.0629 0.00615
6170194 16165.73553 0.36438
25080200 639400.343 0.00659
77481032 244269.95267 0.00706
45316618 55135.30312 0.00759
12242831 751877.31808 0.00781
75786240 468330.56003 0.00793
57719189 59723.20028 0.00793
29398273 6128.69469 0.00822
94133482 255348.47331 0.00864
73654681 289703.39426 0.00887
48918345 105392.2747 0.0094
49177181 235504.18178 0.00953
76792941 176202.83491 0.00955
2589977 168410.80332 0.00957
50800075 189827.04277 0.00966
17892539 6831.49533 0.00985
76631623 400061.62061 0.00999
39495541 15702.92809 0.01052
58028311 622725.3134 0.01076
64143743 44138.13927 0.01092
9395908 35124.93712 0.0112
17246181 732297.32006 0.01132
97365222 924039.07137 0.01151
23136821 698489.04876 0.01151
27645874 208128.97182 0.01155
24463618 55854.37459 0.01172
99159516 111314.12176 0.01189
69818858 2752.02983 0.01201
56455642 17551.89351 0.01208
17539348 54956.1808 0.01208
48777962 1088.83335 0.01237
35241664 141970.96762 0.01278
77667009 430753.99217 0.01297
68839045 396621.52625 0.01314
72734230 15163.62619 0.01324
97659681 867756.784 0.01345
29052507 328909.8843 0.01347
82943310 19643.00394 0.01348
24965838 54441.88386 0.01421
81297510 148870.33417 0.01433
96008068 63348.7956 0.01459
40881010 321676.53709 0.01491
1601519 102621.85195 0.62016
72075520 151737.93213 0.01517
63488203 292046.82665 0.01572
22218740 22173.59947 0.01589
23786282 316366.19446 0.01617
6820641 1463.28762 0.01632
34280198 88609.90151 0.01634
21053223 135281.30308 0.01702
28669046 236253.26606 0.01711
22362799 88732.63053 0.01716
44279579 11335.75594 0.01742
35600487 240460.73739 0.01758
96570137 417411.52143 0.01799
47512319 86348.44252 0.01812
56674334 520285.13668 0.01847
51404845 161581.41013 0.01859
31619472 39522.19791 0.0188
31703661 702087.06208 0.01941
20372829 32030.01037 0.01946
38484856 39287.9545 0.01962
88681461 580261.31145 0.0202
87725670 391133.50203 0.02023
61446646 438192.73276 0.02052
95919934 491914.6722 0.02067
53383601 8678.74786 0.02101
11666430 227878.89157 0.02118
30843706 129312.80372 0.02126
44123699 282302.66518 0.02127
64748492 474613.2046 0.02168
30836324 53079.43533 0.0218
383997 272095.58786 0.0219
70111450 5944.15273 0.02201
66138738 9622.77848 0.02224
58629403 97800.73962 0.02228
12480710 1373.65289 0.02261
28202471 503114.29905 0.02287
63879385 118556.88336 0.02296
1863297 59758.77129 0.02304
30678204 216041.20641 0.02321
59818826 47146.69485 0.02338
91498951 947638.62508 0.0236
14609157 359070.83675 0.0237
11896340 69581.50665 0.02392
16122005 25876.99263 0.024
40509685 174987.16066 0.02416
69224845 554339.85702 0.02421
51504014 755.04334 0.02422
4767301 482108.28196 0.87227
46124388 7977.35364 0.02438
88827721 379097.4032 0.50467
54739795 414571.97501 0.02455
46903104 174782.30304 0.02456
44871583 416600.36731 0.02495
39134741 221366.42931 0.12987
65895520 131239.68526 0.14555
98181702 426949.51492 0.02573
43755230 244501.62894 0.02597
7570665 315160.4771 0.02602
84512400 274328.81389 0.02611
27596219 12160.73203 0.02638
10790614 282696.25597 0.5398
34418676 8820.67011 0.02671
23954601 4138.1511 0.02673
73928811 68798.96291 0.02734
1386049 360865.80079 0.02768
25452828 47672.63279 0.02773
34437023 354088.41485 0.02774
26774127 288471.2522 0.02787
8824065 105553.21968 0.02818
89551043 666758.28073 0.02876
11484263 186913.49052 0.02876
11078810 179253.10278 0.02893
98062929 265995.08352 0.10938
74094616 162637.26669 0.02911
36476363 51197.80058 0.02933
71353373 326453.74179 0.0298
37976070 411353.28754 0.03014
97025905 196944.22144 0.03043
65656074 618438.52921 0.03044
43614388 60546.88354 0.03061
83471589 106676.71342 0.03066
58438580 119101.27269 0.03071
93526354 97233.29012 0.03161
79018423 669634.31843 0.03166
98196498 264291.98763 0.03189
4584988 302622.43911 0.032
18368425 219442.02308 0.03207
65338262 354397.64547 0.03214
26295635 122275.47815 0.03222
69247178 576597.78331 0.0323
66263329 557108.77774 0.03263
46778886 103953.15423 0.03279
62906416 16197.33215 0.03303
54511239 7228.83488 0.03354
78962889 361019.34781 0.03387
82204106 53276.84876 0.03411
11011939 4032.409 0.03417
4422466 65157.42198 0.03419
72619423 115332.13593 0.8321
73692633 178446.31848 0.03438
83358863 42330.44314 0.03518
32358237 174551.45975 0.03522
59242346 579071.89124 0.03579
5287467 142567.9174 0.0358
26818023 214955.53811 0.03595
2846298 639403.3993 0.65263
90548466 49954.32974 0.03625
34717826 277774.64792 0.03626
48428568 80057.06768 0.03634
18670017 420156.59422 0.03659
54414503 402095.00385 0.03699
72266420 445581.05431 0.03708
21965839 641865.91411 0.59317
35640561 108222.35669 0.03728
87332687 228131.36439 0.03739
87552660 15161.26976 0.03744
45554408 227531.49022 0.03781
