ID VALUE SCORE
59354188 11614.982 0.849
48925629 215877.58 0.591
98034897 869565.12 0.396
41832077 408616.051 0.474
46842999 110428.89 0.161
44444345 3492.8 0.969
32540598 408549.558 0.244
67828018 538196.683 0.925
4067908 175491.049 0.502
28662757 433452.618 0.331
14038334 486741.358 0.529
16742174 165624.216 0.84
80555839 163877.155 0.312
70377190 296586.564 0.149
95246469 280633.87 0.695
30101504 175633.845 0.648
20321003 19353.721 0.91
75507657 252435.685 0.607
72562261 330921.176 0.213
767393 138157.646 0.415
9927798 199246.398 0.165
22890359 34307.227 0.361
88520261 79196.736 0.274
37966538 8982.807 0.655
68524773 40988.317 0.41
67060541 409503.558 0.668
33716449 236671.685 0.645
80574555 126438.442 0.331
53475432 467568.342 0.581
47024556 420775.284 0.688
78861129 246260.246 0.578
26055240 907306.08 0.852
37719798 123662.493 0.119
71632951 207365.498 0.315
13760346 272064.649 0.553
23235881 117734.745 0.162
63300218 7658.646 0.8
26571167 292307.983 0.721
37931482 236786.73 0.072
18322092 220752.386 0.433
83299124 506026.579 0.205
59613080 123448.354 0.42
71557595 227198.959 0.625
48178638 726175.752 0.071
62035809 136876.758 0.632
54934071 81533.514 0.072
12647865 778989.748 0.701
3825344 148686.553 0.289
93337469 853018.191 0.009
925539 69658.388 0.445
40652110 131173.36 0.375
31007266 1881.761 0.831
5415686 189762.021 0.876
69777644 314188.327 0.73
99488885 163131.588 0.608
77510651 58319.253 0.119
10347007 616160.826 0.338
33369985 116452.267 0.238
52289829 377262.556 0.004
33356734 198713.871 0.021
35145079 378712.682 0.242
16688335 464200.753 0.856
18775132 59251.691 0.152
19887359 86382.602 0.433
68528799 389664.737 0.646
87661746 15459.138 0.935
2754194 347703.644 0.251
99096582 61494.555 0.949
40193869 432030.304 0.364
29195212 697530.743 0.339
93387108 831644.588 0.59
60835953 423127.47 0.401
16155210 13075.677 0.684
50625212 21706.498 0.921
63595185 657420.965 0.031
51001101 765458.697 0.719
82018618 24532.366 0.985
13599524 54922.542 0.901
47912692 873676.615 0.905
57565903 508418.694 0.599
43512717 107355.383 0.347
51580010 10936.981 0.235
86482778 553514.473 0.288
50381935 125503.298 0.138
86293793 516209.608 0.726
26550219 566598.655 0.389
91058209 47398.758 0.455
15307635 112045.838 0.911
51852216 533845.111 0.491
92179402 59379.77 0.834
14359690 411208.726 0.561
88878135 93274.193 0.683
47743865 419889.481 0.554
60049439 284587.88 0.62
74370679 583213.216 0.541
15677206 775709.204 0.976
56808338 246563.126 0.372
98648094 140432.539 0.607
87630102 232965.833 0.292
35917197 376734.855 0.693
