79985260 515073.982 0.247
48123414 13957.203 0.278
73148300 91796.528 0.764
54412519 93756.593 0.394
46556551 125523.693 0.032
23798330 598813.836 0.087
18958360 18298.625 0.652
37611353 38842.22 0.304
1485766 607039.826 0.888
61198573 438295.99 0.705
10444113 319519.651 0.426
71125809 30259.466 0.931
24058047 21402.535 0.957
63846185 31682.642 0.567
72890558 515538.586 0.117
44642328 21252.425 0.934
73410070 14774.124 0.035
19731529 87268.131 0.048
93153040 789947.927 0.885
33201053 157604.704 0.553
46143054 22775.01 0.782
10241011 555443.263 0.848
50988309 219662.146 0.924
49293792 302524.014 0.439
79506221 153119.437 0.764
633032 314585.1 0.37
18387834 241877.918 0.847
35298248 6047.951 0.234
21988226 239579.08 0.93
91947024 2238.802 0.644
42774190 213539.82 0.576
39195853 745978.458 0.422
32272588 353886.612 0.433
5044624 31584.821 0.327
40597217 97337.787 0.442
63675935 45033.191 0.508
50235427 86262.108 0.83
38426136 91577.792 0.529
26088391 112393.795 0.304
85135991 523558.09 0.771
81769560 350323.857 0.216
29303221 32141.69 0.405
32139598 320608.155 0.46
29432685 495235.599 0.446
9116808 324197.225 0.984
73607794 522141.287 0.42
65947233 168898.767 0.126
96803564 156744.633 0.586
40032642 109107.357 0.124
25440383 69778.946 0.634
2193916 12270.13 0.806
9974361 43213.343 0.452
80035898 469767.725 0.886
3299121 460979.657 0.864
58636922 133962.514 0.522
86765938 300418.685 0.665
60462552 323726.828 0.412
62032667 75675.152 0.365
19018386 148117.058 0.771
94085557 55711.887 0.667
44538043 708801.817 0.938
67187615 86495.138 0.816
48265326 64908.129 0.141
73230465 636076.268 0.224
27703374 255664.434 0.327
66926460 369399.265 0.397
9602972 104322.255 0.775
76924651 478401.191 0.423
51185342 25836.868 0.471
81275711 19206.005 0.282
49733454 42320.648 0.681
3334452 6709.143 0.408
30188450 526857.938 0.519
10416181 216685.185 0.513
47479872 216901.098 0.069
66761707 107029.73 0.207
71197323 74712.738 0.409
35625738 209112.517 0.37
78092933 564547.614 0.495
86428207 10063.959 0.209
6178664 5347.661 0.265
90016611 154506.247 0.33
23750943 429924.529 0.766
9914557 4026.878 0.952
69264495 310639.646 0.617
5060021 705830.642 0.418
40837961 578424.687 0.234
57988164 48039.15 0.874
81063944 57305.311 0.918
83286102 696370.094 0.933
67037107 179347.172 0.303
4362379 645187.849 0.048
52226714 99211.36 0.676
98535677 374002.856 0.716
75457416 180690.567 0.457
87703379 45790.636 0.512
29545096 144830.862 0.752
