ID VALUE SCORE
65279401 364096.11075 4e-05
52656367 35773.52125 4e-05
60643840 539.56339 7e-05
88382496 11624.11181 9e-05
16574964 297983.66778 0.0001
90533020 110912.62608 0.00012
81564036 112777.55062 0.00012
3030944 204814.00766 0.00014
77630439 327217.8279 0.00015
8793036 594532.70623 0.00017
48080395 174858.5955 0.00017
67583626 501415.25564 0.00019
77781177 15128.48549 0.0002
38628657 181910.86173 0.00021
52334931 275453.0709 0.00022
3535798 290037.41559 0.00026
40199375 82469.51267 0.00026
72071495 189029.66493 0.00027
55225838 63999.47635 0.00027
26374477 133256.96197 0.00028
5909640 119449.93818 0.0003
78896806 220450.24179 0.0003
80412352 127884.33508 0.00031
23197886 26378.93281 0.00033
89089653 175121.11799 0.00035
49108707 170995.88902 0.00037
55676112 184012.16243 0.00037
88486780 11756.1657 0.00037
90833859 188692.00185 0.00037
43128451 11596.61368 0.0004
99524033 132601.11824 0.0004
10384647 79817.30124 0.0004
31410208 480964.02413 0.0004
5466967 95905.20988 0.0004
61775859 312207.13228 0.00041
2549239 36631.28083 0.00041
22521117 760422.633 0.00041
37377850 153196.34404 0.00041
37925367 50975.6728 0.00043
36369271 370895.59338 0.00046
93149255 218850.93268 0.00048
83984648 68926.70961 0.00048
9910366 20852.55754 0.00049
9795901 264893.92903 0.0005
98088906 39461.30805 0.00051
63889622 74614.99951 0.00051
79236446 137724.2778 0.00052
88750000 218309.60006 0.00053
296020 314586.95357 0.00053
95578882 263034.72427 0.00054
7275893 174897.49807 0.00055
79266479 113157.31331 0.00057
57289717 531163.17269 0.00061
77959172 130883.31097 0.00062
33272176 58168.12938 0.00063
83972335 72446.12967 0.00064
24184132 312094.84885 0.00065
49443415 512441.80011 0.00069
37983889 218695.43285 0.00069
30317936 394497.31545 0.0007
53939344 16879.03757 0.0007
93621100 437942.39446 0.00071
83913536 9297.45043 0.00073
49021439 114794.07611 0.00074
51879995 312051.37783 0.00074
22198947 82915.75839 0.00075
85907570 410073.3726 0.00076
7527861 604517.36845 0.00076
3845871 46194.39649 0.00077
17170926 469922.45655 0.00078
68014616 395981.94371 0.0008
71658147 400985.74224 0.00086
79166237 647016.53805 0.00088
94926811 18807.82552 0.0009
93353796 229303.32501 0.00091
92307668 41477.22798 0.00094
14690336 718293.74575 0.00095
36304714 261380.12006 0.00096
57424361 661372.21055 0.00097
40465384 525513.55029 0.00098
80206041 693284.27213 0.001
88810202 64033.70053 0.001
96213789 41253.6089 0.00102
82317540 110191.62609 0.00103
8945737 147671.32323 0.00103
93700814 238455.39753 0.00105
79867821 228211.35049 0.00106
38373547 27682.77741 0.00106
96870136 4338.20844 0.00107
98954584 109134.93018 0.00107
9204032 69954.33082 0.00108
61315358 163310.74764 0.00109
41520381 277029.07348 0.0011
31081836 477043.00437 0.0011
29139525 62401.07044 0.00111
89506127 359439.68655 0.00113
35985479 496323.24544 0.00115
67521467 158322.03921 0.00116
61718484 415376.50831 0.00116
64773744 349810.02971 0.00116
2760979 51762.03964 0.00118
9062512 133313.98582 0.00118
55736078 75323.44354 0.00119
52285493 200206.53087 0.00122
27984990 326230.86099 0.00122
43613097 141367.41966 0.00123
93387493 264611.80134 0.00123
79830918 753576.12387 0.00123
75850578 378812.91326 0.00125
41658377 460739.9325 0.00125
48308909 407077.22072 0.00125
64618595 358124.86337 0.00127
75705264 2041.57208 0.00127
37505877 40277.41128 0.0013
37212166 191786.3856 0.0013
24175954 422840.28152 0.00132
93391229 297748.12201 0.00132
68693609 159939.29755 0.00133
83243354 53579.12214 0.00135
6314744 423337.03939 0.00135
46464701 279415.17693 0.00137
77090840 11610.56713 0.00137
33551316 373112.33413 0.00138
39608686 62809.08754 0.0014
94511384 15946.67944 0.0014
25767628 94623.52392 0.0014
38892863 464910.46009 0.00141
48556864 7251.22479 0.00143
75599597 40209.02962 0.00144
54292699 184853.10149 0.00146
7953336 162370.93723 0.00151
80493301 101815.26807 0.00152
30742824 418868.50215 0.00153
62968995 175570.08555 0.00153
32798828 792266.03864 0.00157
17442395 667382.3434 0.00158
71174619 11295.93574 0.00162
93142831 231469.93856 0.00163
68636085 78915.09323 0.00163
2832424 86534.80418 0.00164
27242637 2904.78645 0.00164
33409576 17110.04232 0.00165
27637502 104812.32185 0.00166
22950274 28516.79327 0.00166
82799731 107541.58511 0.0017
23802915 77443.39036 0.0017
75302744 258655.5586 0.00172
1214502 465091.83665 0.00173
88080596 430376.27774 0.00174
21723686 537341.80589 0.00174
6384572 16035.27598 0.00174
13045642 93489.62947 0.00174
61049552 67408.80261 0.00175
80246963 193497.43225 0.00177
42175039 691379.29421 0.00178
86829523 335101.34094 0.00179
69529089 124743.39026 0.0018
92506255 360537.46901 0.0018
31277702 11253.67112 0.0018
48835825 584577.21232 0.00181
14941899 74612.30376 0.00182
62395910 195281.30101 0.00183
74331234 414087.51132 0.00184
99410179 187584.15948 0.00185
63278167 745873.94157 0.00185
40652106 527577.2059 0.00185
77601019 19698.45532 0.00185
67057334 380144.10478 0.00186
3267236 450609.9766 0.00186
53012130 392790.71797 0.00187
58950894 499626.1552 0.0019
50262900 503767.81442 0.00191
31775142 214698.4645 0.00191
74398919 35799.66059 0.00191
89547787 68005.46893 0.00191
21516358 17572.29053 0.00192
26014653 252323.44544 0.00192
70376855 248450.742 0.00194
2457933 121205.03731 0.00196
38514370 63693.85067 0.00196
82282148 258617.09117 0.00196
44787860 258764.76931 0.00197
48018606 157328.10725 0.00198
82752191 133504.54892 0.00199
24263470 495725.53884 0.00199
83967883 811843.03489 0.002
67253731 67092.18346 0.002
95779580 321914.83816 0.00202
81977770 180230.25931 0.00202
41569269 77159.21214 0.00203
41455020 152686.82153 0.00204
56649546 36242.78585 0.00204
22156490 372510.93456 0.00204
27052597 427214.9001 0.00206
9992342 110424.45938 0.00208
7579050 256066.16397 0.00209
7208275 432198.76055 0.00209
95078349 230345.05294 0.0021
21783645 6337.36104 0.0021
95450797 89389.1626 0.00211
15496191 214155.5294 0.00211
20593203 417811.00875 0.00212
65577981 154019.01801 0.00213
34703521 588354.56899 0.00213
64246027 27999.95798 0.00214
26634504 149619.67648 0.00214
45051545 46693.29644 0.00217
74134405 931100.7036 0.00218
64506884 333847.1057 0.00219
34210782 1934.48096 0.00219
94700602 228392.82676 0.00222
18011128 24616.04904 0.00222
51804307 109731.03224 0.00223
40374776 59848.35176 0.00224
78692304 271844.99964 0.00224
72939378 62515.93696 0.00224
81626777 197463.77476 0.00226
82345004 893722.86023 0.00226
69531863 4374.69172 0.00227
3922037 332177.50838 0.00228
27721690 337475.02273 0.00229
11243583 287748.74145 0.00229
8727522 307720.11989 0.00231
32349104 525927.56721 0.00233
96840326 180969.34467 0.00234
57664277 168648.47359 0.00234
81271884 479172.67077 0.00235
94592486 405502.12954 0.00235
94818473 369780.54204 0.00236
42991208 506430.25118 0.00236
54183550 190340.64256 0.00236
75972257 30429.04788 0.00237
36019825 15013.48987 0.00237
96120467 52523.08702 0.00237
42141958 521761.0762 0.00237
89538294 147186.05479 0.00239
50188398 40723.10948 0.00242
16779955 258719.37264 0.00244
89272016 228612.67964 0.00244
901586 271907.81832 0.00246
97262446 359535.99493 0.00247
90202080 315736.11296 0.00248
26797164 72805.75465 0.00248
89812109 210047.69879 0.00249
91741178 153872.3006 0.0025
61155128 161755.46861 0.00251
83545159 136714.44597 0.00256
82635062 138516.49051 0.00258
89162795 370440.46179 0.0026
53481936 58607.23241 0.0026
5931254 55704.26741 0.00264
22165473 124312.89933 0.00264
92368061 383406.34661 0.00265
53669319 505919.105 0.00266
62436017 55562.13752 0.00267
49189726 426.40054 0.00267
51547756 150580.56048 0.00269
10743841 334094.38649 0.0027
49825868 3819.18766 0.0027
42302976 63889.3354 0.0027
42819550 122456.42626 0.00271
33627981 4723.98197 0.00271
66386583 9829.29983 0.00272
64481823 760861.69205 0.00274
61980000 105766.21581 0.00275
38853719 489849.35097 0.00276
25662061 108955.75923 0.00276
49039624 561615.23223 0.00279
93396457 196769.42556 0.00281
15284800 120105.93488 0.00281
43102095 117872.16517 0.00283
99545609 595554.30538 0.00283
35896562 693588.88816 0.00284
3617498 39057.1355 0.00285
76639303 63148.04114 0.00287
97993011 90098.67809 0.00293
36669360 111198.30759 0.00294
20985375 1401.0625 0.00296
86613750 240547.36032 0.00298
41328972 673433.88748 0.00299
95844442 438471.0206 0.003
67804276 60600.19063 0.003
24591263 286060.62027 0.00302
93204850 341725.62809 0.00304
52205103 564608.13488 0.00305
49770390 110003.18195 0.00306
77684307 727262.11648 0.00307
3937216 275700.24265 0.00307
96189209 76186.71599 0.00308
38048510 432232.51619 0.00309
43125483 27633.3954 0.0031
43377296 232792.71773 0.00312
67996555 293868.80581 0.00314
47325753 96413.56147 0.00315
63691047 802513.29505 0.00316
99991607 746359.79689 0.00318
44663981 441496.9519 0.00319
11800903 346676.07053 0.00321
6988270 629577.8038 0.00321
59931314 854100.24211 0.00322
25867422 443500.80256 0.00322
69384492 109449.85807 0.00323
49328061 104482.37882 0.00326
83210901 145067.9377 0.00326
29885830 32002.85186 0.00327
53806711 641441.1241 0.00327
30940642 245754.97551 0.0033
17014291 168069.32836 0.0033
50466163 842823.64579 0.0033
6806890 6506.62376 0.0033
10859551 125217.96598 0.00331
81328964 363264.84099 0.00332
53412428 514008.58094 0.00332
20549487 485397.52789 0.00332
27702207 840936.7314 0.00335
26812947 182588.30815 0.00335
